Lista de precios Comercializadora de valor agregado S.A. de C.V. (26/09/2013 15:30:00),,,,
Clave,Marca,Descripcion,Precio,Stock
CV-353,D-LINK,CAMARA IP DE SEGURIDAD D-LINK WIRELESS N DIA/NOCHE MYDLINK/SLOT TARJETA SD/SOPORTA 3G,111.8,3
CV-354,TRENDNET,CAMARA IP TRENDNET FIJA ALAMBRICA E  INALAMBRICA N A 150MBPS,56.28,3
CV-355,TRENDNET,CAMARA IP TRENDNET FIJA ALAMBRICA E INALAMBRICA N A 150MBPS PARA DIA Y NOCHE,88.87,3
CV-358,TRENDNET,CAMARA IP TRENDNET INALAMBRICA N/MEGAPIXEL/DIA Y NOCHE/AUDIO ,188.82,3
CV-359,D-LINK,CAMARA IP DE SEGURIDAD D-LINK ALTA DEFINICION  DIA Y DE NOCHE/POE/SLOT SD/WDR MEGA PIXELES ,460.67,3
CV-360,D-LINK,CAMARA IP DE SEGURIDAD D-LINK DOMO INTERIORES/FULL HD DIA Y NOCHE/POE/SLOT TARJETA SD,404.49,5
CV-361,MANHATTAN,CAMARA WEB MANHATTAN USB 7.5 MPX AUTO RASTREO MICROFONO INTEGRADO NEGRA,7.32,3
CV-362,D-LINK,"CAMARA IP DE SEGURIDAD D-LINK WIRELESS N CUBE, FULL HD, DIA Y NOCHE , IR",252.81,3
CV-363,D-LINK,CAMARA IP DE SEGURIDAD D-LINK FULL HD DIA Y DE NOCHE/POE/SLOT SD/WDR MEGA PIXELES. ,500,1
CV-364,TRENDNET,CAMARA IP TRENDNET INALAMBRICA N CON MOVIMIENTO PARA DIA,138.47,3
CV-365,TRENDNET,CAMARA IP TRENDNET INALAMBRICA N CON MOVIMIENTO PARA DIA Y NOCHE,154.21,3
CV-366,TRENDNET,CAMARA IP TRENDNET MEGAPIXEL POE PARA MONITOREO DE DIA Y NOCHE,157.35,3
CV-367,LOGITECH,CAMARA WEB LOGITECH C170 5 MEGAPIXELES CON MICROFONO,179.78,2
CV-368,LOGITECH,CAMARA WEB LOGITECH C920 USB,751.69,2
CV-370,D-LINK,"CAMARA IP DE SEGURIDAD D-LINK  CUBE, FULL HD, DIA Y NOCHE , IR, POE.",252.81,1
CV-371,TRENDNET,CAMARA IP TRENDNET POE MEGAPIXEL AUDIO 2 VIAS,144.76,3
CV-373,ACTECK,CAMARA WEB ACTECK 300K CON MICROFONO,73.98,2
CV-374,D-LINK,"CAMARA IP DE SEGURIDAD D-LINK PAN/TILT/ WIRELESS- MYDLINK, HD,DIA Y NOCHE, SLOT MICROSD.",247.19,1
CV-375,D-LINK,"CAMARA IP D-LINK HIGH SPEED DOME, 18X OPTICAL ZOOM - OUTDOOR",1348.31,3
CV-376,INTELLINET,CAMARA TIPO DOMO MEGAPIXEL CON VISION NOCTURNA,370.29,3
CV-378,INTELLINET,CAMARA DE RED MEGAPIXEL NFC31,244.25,3
CV-380,MICROSOFT,CAMARA WEB MICROSOFT LIFECAM HD-3000 TRUE COLOR L2,358.01,3
CV-381,MICROSOFT,CAMARA WEB MICROSOFT LIFECAM STUDIO USB C/MICROFONO PL2,716.9,3
CV-382,MICROSOFT,"CAMARA WEB MICROSOFT LIFECAM VX-800 USB, MICROFONO INTEGRADO L2",214.43,0
CV-383,MICROSOFT,CAMARA WEB MICROSOFT LIFECAM HD-5000 L2,489.91,3
CV-384,MICROSOFT,CAMARA WEB MICROSOFT LIFECAM STUDIO HD-6000 L2,521.17,3
CV-385,MICROSOFT,CAMARA WEB MICROSOFT LIFECAM CINEMA L2,553.89,3
CV-387,TRENDNET,CAMARA IP TRENDNET INALAMBRICA N MEGAPIXEL CON MOVIMIENTO PARA DIA Y NOCHE,267.51,3
CV-390,TRENDNET,CAMARA CLOUD TRENDNET FIJA ALAMBRICA E INALAMBRICA N PARA DIA Y NOCHE ,81.46,3
CV-391,D-LINK,"CAMARA DE SEGURIDAD IP DLINK, CUBE  PARA EXTERIORES,DIA Y NOCHE , POE, SLOT MICRO SD.",230.34,1
CV-392,D-LINK,"CAMARA IP DE SEGURIDAD MYD-LINK DCS-7010L PARA EXTERIORES,TIPO BULLET, INFLAROJO, POE .",258.43,1
CV-393,D-LINK,"CAMARA IP DE SEGURIDAD MYD-LINK DCS-2132L WIRELESS N CUBE HD , DIA Y NOCHE(ICR), SLOT SD",179.78,1
CV-394,ACTECK,CAMARA WEB NET VIEW  USB 1.3MP CON MICROFONO,127.29,1
CV-395,D-LINK,CAMARA IP DE SEGURIDAD D-LINK DE DOMO/FULL HD/PRUEBA DE VANDALISMO/POE/RANURA MICRO SD ,404.49,1
CV-396,D-LINK,CAMARA IP DE SEGURIDAD MYD-LINK WIRRELESS N 360?/LENTE OJO DE PEZ/SLOT SD/HD.,247.19,1
CV-397,D-LINK,CAMARA IP DE SEGURIDAD D-LINK SPEED DOME 12X / WDR  DIA Y NOCHE ,966.29,1
CV-398,TRENDNET, CAMARA CLOUD TRENDNET CON MOVIMIENTO INALAMBRICA N PARA DIA Y NOCHE,147.92,3
CV-399,TRENDNET,CAMARA CLOUD TRENDNET CON MOVIMIENTO INALAMBRICA N ,125.88,3
CV-400,D-LINK," IP CAMERA, HIGH SPEED DOME, 36X OPTICAL ZOOM - OUTDOOR",1707.87,1
CV-401,"PROVISION ISR
",CAMARA DE SEGURIDAD PROFESIONAL 420 TVL PROVISION,36.76,2
CV-404,"PROVISION ISR
",CAMARA DE SEGURIDAD TIPO BALA IR 10 MTS / 420 TVL PROVISION,41.51,2
CV-406,"PROVISION ISR
",CAMARA DE SEGURIDAD TIPO BALA IR 30 MTS / 650 TVL PROVISION,80.26,2
CV-407,"PROVISION ISR
",CAMARA DE SEGURIDAD TIPO BALA IR 20 MTS / 650 TVL PROVISION,64.5,2
CV-409,"PROVISION ISR
",CAMARA DE SEGURIDAD TIPO BALA IR 30 MTS / 420 TVL  PROVISION,65.8,2
CV-413,"PROVISION ISR
",CAMARA DE SEGURIDAD TIPO DOMO SIN IR / 420 TVL PROVISION,32.26,2
CV-419,"PROVISION ISR
",CAMARA DE SEGURIDAD TIPO DOMO INFRARROJO / 420 TVL 15 MTS / LENTE VARIFOCAL,69.76,2
CV-423,"PROVISION ISR
",CAMARA DE SEGURIDAD TIPO DOMO INFRARROJO / 650 TVL 15 MTS / LENTE 3.6 MM INTERIOR PROVISIION,60.76,2
CV-424,"PROVISION ISR
",CAMARA DE SEGURIDAD TIPO DOMO INFRARROJO / 650 TVL 15 MTS / LENTE 3.6 MM EXTERIOR PROVISION,64.5,2
CV-427,"PROVISION ISR
",CAMARA DE SEGURIDAD OCULTA EN SENSOR DE MOVIMIENTO PROVISION,51.76,2
CV-428,"PROVISION ISR
",CAMARA DE SEGURIDAD OCULTA EN ESPEJO / 420 TVL PROVISION,54.1,2
CV-429,"PROVISION ISR
",MINI CAMARA DE SEGURIDAD TIPO PINHOLE / 420 TVL PROVISION,44.44,2
CV-435,TRENDNET,CAMARA IP TRENDNET POE MEGAPIXEL DOMO PARA DIA Y NOCHE,377.65,3
CV-436,"PROVISION ISR
",PAQUETE DE MONITOREO 4 X BALA IR PROVISION,270,2
CV-438,TP LINK,CAMARA IP TP-LINK N HASTA 150MBPS AUDIO UNA VIA 1-RJ45 ZOOM DIGITAL 10X,53.48,2
CV-439,TP LINK,CAMARA IP TP-LINK H.264 MEGAPIXEL (1280 X 1024) INALAMBRICA N 150MBPS AUDIO DOS VIAS RANURA SD/SDHC,88.88,2
CV-440,CANYON,CAMARA WEB CANYON 300K Y DIADEMA CON AUDIFONOS  Y MICROFONO,12.09,1
CV-441,CANYON,CAMARA WEB CANYON 1.3 MP TUBULAR CON MICROFONO,14.97,1
CV-442,TRENDNET,"CAMARA CLOUD TRENDNET FIJA ALAMBRICA E INALAMBRICA N, PARA DIA",60.8,3
CV-443,TRENDNET,CAMARA IP TRENDNET POE MEGAPIXEL CON MOVIMIENTO PARA DIA Y NOCHE ,228.16,3
CV-444,D-LINK,CAMARA IP MY D-LINK DCS-933L WIRELESS N DIA Y NOCHE/INFRARROJOS/MODO REPETIDOR.,89.33,1
CV-445,D-LINK,CAMARA IP MY D-LINK DCS-931L WIRELESS N/ REPETIDOR WI-FI,65.17,0
CV-448,D-LINK,CAMARA IP MYDLINK WIRELESS N / DIA Y NOCHE / PAN - TILT NUBE LITE,100,1
CV-449,GENIUS,CAMARA WEB GENIUS FACECAM 320X USB AZUL,7.36,1
CV-450,TRENDNET,CAMARA IP TRENDNET INALAMBRICA N/MEGAPIXEL/AUDIO,173.09,3
CV-451,D-LINK,CAMARA IP SE SEGURIDAD MYDLINK HD WIRELESS N /EXTERIORES/ SLOT SD/INFRA ROJO/SENSOR IR,234.83,1
CV-452,PERFECT CHOICE,CAMARA WEB PERFECT CHOICE HD PORTATIL,625.76,1
CV-453,TRENDNET,CAMARA IP TRENDNET POE H.264 MEGAPIXEL ALAMBRICA PARA EXTERIOR DIA Y NOCHE,256.21,3
GD-9,ENCORE,GRABADOR DE VIDEO DIGITAL ENCORE 4 CAMARAS Y 4 CANALES,252.4,1
VCD-102,CANON,"VIDEOCAMARA CANON XA10, LENTE  10X ZOOM ,VIDEO AVCHD,MPEG 4-AVC/H.264),MEMORIA 64 MB,2 RANURAS SDXC",24266.67,1
VCD-122,SONY,VIDEOCAMARA SONY HANDYCAM ALTA DEFINICION 1920 HD/160GB/GPS/Z 30X/ 3/TOUCH/NEGRA,10983.15,1
VCD-124,SONY,VIDEOCAMARA SONY HANDYCAM SD M STICK DUO/60X/2.7/FACE DET/NEGRA,2352.81,1
VCD-127,GENIUS,"CAMARA DE VIDEO GENIUS G-SHOT HD1080T, ZOOM DIG 120X, COMPATIBLE C/MAC, LCD 3.5",151.91,1
VCD-128,GENIUS,"CAMARA DE VIDEO GENIUS G-SHOT HD530, ZOOM DIG 4X, LCD 2.7",52.93,1
VCD-132,CANON,VIDEOCAMARA CANON HF R400 SDHC LENTE 32X  ZOOM OP.ZOOM DIG. 1060X LCD 3? ,3541.74,1
VCD-133,CANON,"VIDEOCAMARA CANON VIXIA HF R40 8GB MEM IN, SDHC, LENTE 32X ZOOM OP. FULLHD, TOUCH 3?.",4722.32,1
VCD-134,CANON,"VIDEOCAMARA CANON VIXIA HF R42, 32GB MEM IN, SDHC, LENTE 32X ZOOM OP. FULLHD, TOUCH 3?.",5907.83,1
VCD-135,CANON,VIDEOCAMARA CANON HF G20 LENTE 10X ZOOM DOBLE RANURA SD FLASH 32GB LCD 3.5? VIDEO FULL HD/ 24P ,14178.78,0
VCD-85,CANON,"VIDEOCAMARA CANON XF305, LENTE HD L 18X ZOOM,LCD 4.0, 3CMOS,UTILIZA MEMORIA COMPACT FLASH",91003.23,1
CON-10,PANASONIC,CONMUTADOR PANASONIC 3 LINEAS 8 EXTENCIONES (EXPANDIBLE),4343.33,1
CON-5,ANSEL,"CONMUTADOR GATEWAY VOIP ANSEL, SIP/H323, 4 PUERTOS FXO",281.61,1
CON-7,ENGENIUS,CONMUTADOR ENGENIUS KIT SISTEMA DE TELEFONIA INALAMBRICO,2909.59,1
CON-8,PANASONIC,"CONMUTADOR DIGITAL PANASONIC DE 8 LINEAS ANALOGAS, 24 EXTENSIONES SLT Y 4 PUERTOS DIGITALES",12817.99,1
CON-9,PANASONIC,PAQUETE PANASONIC CONMUTADOR 1 KX-TES824 +2 TELEFONO KX-T7730 +3 TELEFONOS T7703 +1 TELEFONO T7730,7928.22,1
CN-1000,XEROX,TONER XEROX NEGRO PARA PHASER 3635MFPW 5K ESTANDAR,106.08,0
CN-1001,XEROX,TONER XEROX NEGRO PARA PHASER 3250 3.5K ESTANDAR,99.59,0
CN-1002,XEROX,TONER XEROX CYAN P/PHASER 6121MFP 1500 PAG ESTANDAR,107.57,0
CN-1004,XEROX,TONER XEROX AMARILLO P/PHASER 6121MFP 1500 PAG ESTANDAR,104.28,0
CN-1005,XEROX,TONER XEROX NEGRO PARA PHASER 3600. CAP.20K,327.52,0
CN-1006,XEROX,TONER XEROX NEGRO PARA PHASER 3600. CAP. 7K,158.17,0
CN-1007,XEROX,"TONER XEROX NEGRO PARA PHASER 3140/3160, CAP. ESTANDAR",69.72,0
CN-1008,XEROX,"TONER XEROX NEGRO PARA PHASER 5550, UNICO",129.88,0
CN-1009,XEROX,TAMBOR XEROX NEGRO PARA C20/M20i/4118 20K,106.08,0
CN-1011,XEROX,"TONER XEROX CYAN P/PHASER 7400 ALTA CAP. 18,000 PAGS.",380.61,0
CN-1012,XEROX,"TONER XEROX MAGENTA PARA PHASER 7400 ALTA CAP. 18,000 PAGS.",380.61,0
CN-1014,XEROX,"TONER XEROX NEGRO P/PHASER 7400 ALTA CAP. 15,000 PAGS.",160.45,0
CN-1017,IBM,"CINTA IBM PARA DDS G6, 5 PIEZAS (PAQUETE URP-40B)",174.73,0
CN-1018,XEROX,"TONER XEROX NEGRO PARA PHASER 3635MFP ALTA CAP, 10K",139.22,0
CN-1022,VERBATIM,CD-R VERBATIM 80MIN 700MB 52X TORRE C/100 PZAS SPINDLE,19.89,99
CN-1029,VERBATIM,"CD-RW VERBATIM 80MIN 700MB 4X-12X ALTA VELOCIDAD, CAJA DELGADA C/1 PZA",0.69,99
CN-1032,VERBATIM,"CD-R VERBATIM 80MIN 700MB 52X BLANCO, IMPRIMIBLE C/INYEC. TINTA, TORRE C/100 PZAS SPINDLE",25.05,99
CN-1033,VERBATIM,"DVD-R VERBATIM 4.7 GB 16X BLANCO, IMPRIMIBLE C/INYEC. TINTA, TORRE C/50 PZAS SPINDLE",13.89,99
CN-1039,HP,TONER HP NEGRO PARA LASERJET CE260A,1719.66,0
CN-1040,HP,TONER HP CYAN PARA LASERJET CE261A,3124.79,0
CN-1041,HP,TONER HP AMARILLO PARA LASERJET CE262A,3124.79,0
CN-1042,HP,TONER HP MAGENTA PARA LASERJET CE263A,3124.79,0
CN-1045,OKIDATA,TONER OKI NEGRO PARA C110 DE 2500 IMPRESIONES,73.35,0
CN-1046,HP,DUAL PACK DE TONER HP NEGRO 36A,1427.11,0
CN-1047,HP,DUAL PACK DE TONER HP NEGRO 35A,1240.95,0
CN-1048,HP,DUAL PACK DE TONER HP NEGRO 12A,1421.98,0
CN-1049,HP,DUAL PACK DE TONER HP NEGRO 64X,6198.07,0
CN-1050,XEROX,"TONER XEROX NEGRO PARA PHASER 6121MFP, ALTA CAP. 2500 PGS",97.8,0
CN-1057,XEROX,TONER XEROX CYAN PARA WC 7232/7242/7132/7142,157.87,0
CN-106,EPSON,CINTA EPSON PARA IMPRESORA FX 890,88.04,0
CN-1064,XEROX,TAMBOR XEROX PARA WC5016/5020 22K,172.43,0
CN-1068,XEROX,"TONER XEROX NEGRO PARA WC 4250/4260, 25K DMO UNICO",142.89,0
CN-1069,INTELLINET,BOBINA CAT 5E INTELLINET CCA UTP 305M SOLIDA GRIS,69.86,99
CN-1071,INTELLINET,PLUG RJ45 CAT 5E INTELLINET UTP MULTIFILAR 100 PZAS,12.9,99
CN-1073,SAMSUNG,"TONER SAMSUNG NEGRO P/CLP-620, CLP-670",1591.21,0
CN-1074,SAMSUNG,"TONER SAMSUNG MAGENTA P/CLP-620,CLP-670",1724.18,0
CN-1075,SAMSUNG,"TONER SAMSUNG AMARILLO P/CLP-620, CLP-670",1724.18,0
CN-1076,SAMSUNG,"TONER SAMSUNG CYAN P/CLP-620, CLP-670",1724.18,0
CN-1077,PERFECT CHOICE,AIRE COMPRIMIDO E-DUSTER 340 GRS (PC-030300),68.96,0
CN-1081,HP,TONER HP NEGRO P/LASERJET 85A P/ P1102W (CE285A),699.64,0
CN-1082,HP,TONER HP NEGRO P/LASERJET 78A P/ P1606DN (CE278A),793.44,0
CN-1089,XEROX,"TINTA SOLIDA XEROX  CYAN PARA PHASER 8560W, 3 BARRAS, 3.9K",98.17,0
CN-1092,XEROX,"TINTA SOLIDA XEROX NEGRO PARA PHASER 8560W, 6 BARRAS, 7,8K",98.17,0
CN-1094,XEROX,"TONER XEROX AMARILLO PARA PHASER 6110MFP, 1 K",45.96,0
CN-1099,LEXMARK,TONER LEXMARK NEGRO ALTO RENDIMIENTO (T650H11L),291.11,0
CN-1100,DATAPRODUCTS,CINTA DE IMPRESION DATAPRODUCTS. MODELOS LM 1200/ LM 1500/ LM 1800 PLUS,89.01,0
CN-1105,SHARP,"CARTUCHO DE TONER Y REVELADOR SHARP. TODOS LOS MODELOS SERIE AL (RENDIEMIENTO 6,000 IMPRESIONES)",1084.62,0
CN-1106,SHARP,"CILINDRO SHARP. MODELOS TODA LA SERIE AL - 2030/2040CS/2050CS/2031/2041/2051/ETC (REND 18,000 IMP)",1417.23,0
CN-1108,SHARP,"RECARGA DE REVELADOR SHARP. TODA LA SERIA AL - 2031/2041/2051 (RENDIMIENTO 6,000 IMPRESIONES)",147.3,0
CN-1112,KONICA MINOLTA,"TONER KONICA MINOLTA AMARILLO. MODELO SERIE 1600 / 1650EN / 1690MF (RENDIMIENTO 1,500 IMPRESIONES)",90.66,0
CN-1113,KONICA MINOLTA,"TONER KONICA MINOLTA MAGENTA. MODELO SERIE 1600 / 1650EN / 1690MF (RENDIMIENTO 1,500 IMPRESIONES)",90.66,0
CN-1114,KONICA MINOLTA,"TONER KONICA MINOLTA CYAN. MODELO SERIE 1600 / 1650EN / 1690MF (RENDIMIENTO 1,500 IMPRESIONES)",90.66,0
CN-1115,KONICA MINOLTA,"TONER KONICA MINOLTA NEGRO. MODELO SERIE 1600 / 1650EN / 1690MF (RENDIMIENTO 2,500 IMPRESIONES)",74.18,0
CN-1116,KONICA MINOLTA,"TONER KONICA MINOLTA NEGRO. MODELO SERIE 4600 / 4690MF (RENDIMIENTO 8,000 IMPRESIONES)",111.26,0
CN-1117,KONICA MINOLTA,"TONER KONICA MINOLTA AMARILLO. MODELO SERIE 4600 / 4690MF (ALTO RENDIMIENTO 8,000 IMPRESIONES)",180.49,0
CN-1118,KONICA MINOLTA,"TONER KONICA MINOLTA MAGENTA. MODELO SERIE 4600 / 4690MF (ALTO RENDIMIENTO 8,000 IMPRESIONES)",180.49,0
CN-1119,KONICA MINOLTA,"TONER KONICA MINOLTA CYAN. MODELO SERIE 4600 / 4690MF (ALTO RENDIMIENTO 8,000 IMPRESIONES)",180.49,0
CN-1120,KONICA MINOLTA,"TONER KONICA MINOLTA NEGRO. MODELO SERIE MC5650/5670/5550/5570 (ALTO RENDIMIENTO 12,000 IMPRESIONES)",99.73,0
CN-1121,KONICA MINOLTA,"TONER KONICA MINOLTA AMARILLO. MODELO SERIE MC5650/5670/5550/5570 (ALTO RENDIMIENTO 12,000 IMP)",221.7,0
CN-1122,KONICA MINOLTA,"TONER KONICA MINOLTA MAGENTA. MODELO SERIE MC5650/5670/5550/5570 (ALTO RENDIMIENTO 12,000 IMP)",216.48,0
CN-1123,KONICA MINOLTA,"TONER KONICA MINOLTA CYAN. MODELO SERIE MC5650/5670/5550/5570 (ALTO RENDIMIENTO 12,000 IMPRESIONES)",216.76,0
CN-1124,KONICA MINOLTA,"TONER KONICA MINOLTA NEGRO. MODELO MC 7450 II (RENDIMIENTO 15,000 IMPRESIONES)",168.13,0
CN-1125,KONICA MINOLTA,"TONER KONICA MINOLTA AMARILLO. MODELO MC 7450 II (RENDIMIENTO 12,000 IMPRESIONES)",219.23,0
CN-1126,KONICA MINOLTA,"TONER KONICA MINOLTA MAGENTA. MODELO MC 7450 II (RENDIMIENTO 12,000 IMPRESIONES)",219.23,0
CN-1127,KONICA MINOLTA,"TONER KONICA MINOLTA CYAN. MODELO MC 7450 II (RENDIMIENTO 12,000 IMPRESIONES)",219.23,0
CN-1128,EPSON,"CARTUCHO EPSON NEGRO MODELO 132 , P/ T22, TX130 , TX120",139.53,0
CN-1129,EPSON,"CARTUCHO EPSON CYAN MODELO 133 ,P / T22 / TX120 / TX130 / TX235W , TX420W , TX430W , TX320F",139.53,0
CN-113,HP,TONER HP NEGRO SMART PARA LASERJET 1300 (Q2613A),931.65,0
CN-1130,EPSON,"CARTUCHO EPSON MAGENTA MODELO 133 ,P / T22 / TX120 / TX130 / TX235W , TX420W , TX430W , TX320F",139.53,0
CN-1131,EPSON,"CARTUCHO EPSON AMARILLO MODELO 133 ,P / T22 / TX120 / TX130 / TX235W , TX420W , TX430W , TX320F",139.53,0
CN-1133,OKIDATA,TONER OKI  PARA GOBIERNO Y PPI  MODELO B410D MB480 DE 12 MIL IMPRESIONES,122.8,0
CN-1134,OKIDATA,TONER OKI NEGRO PARA MB260 / MB280 / MB290 DE 3000 IMPRESIONES,106.32,0
CN-1139,HP,TONER HP NEGRO P/LASERJET 45A P/4345 (Q5945A),2541.02,0
CN-114,HP,TONER HP NEGRO PARA LASERJET 12A,792.83,0
CN-1140,HP,TONER HP NEGRO P/LASERJET 64A (CC364A),1749.45,0
CN-1145,OKIDATA,TONER OKIDATA NEGRO PARA CX3641,61.66,0
CN-1146,XEROX,"TONER XEROX NEGRO P/PHASER 3600MFP, 14K, ALTA CAPACIDAD",244.92,0
CN-1150,HP,CARTUCHO HP 675 NEGRO INKJET (CN690AL),165.13,0
CN-1151,HP,CARTUCHO HP DE TINTA TRICOLOR OFFICEJET (CN691AL),165.13,0
CN-1152,MANHATTAN,PASTA TERMICA MANHATTAN P/DISIPADORES PROCESADOR (JERINGA),1.76,0
CN-1153,OKIDATA,TAMBOR OKIDATA NEGRO PARA CX3641,124.01,0
CN-1159,MANHATTAN,"AIRE COMPRIMIDO MANHATTAN ""BLOW OFF"" 226 GRS",3.32,99
CN-1161,XEROX,"TONER XEROX NEGRO P/PHASER 3140/3160, 2.5K, ALTO REND.",80.74,0
CN-1165,XEROX,"TONER XEROX NEGRO PARA WC3550, 5K, ESTANDAR",111.76,0
CN-1166,XEROX,"TONER XEROX NEGRO PARA WC3550, 11K, ALTA CAP.",176.77,0
CN-1167,XEROX,"TONER XEROX NEGRO PARA PHASER 3250, 5K, ALTA CAP.",116.54,0
CN-1168,SAMSUNG,"TONER SAMSUNG NEGRO P/ ML-1660,ML1670, ML1675,ML1865W,SCX-3200",728.57,0
CN-1169,SAMSUNG,"TONER SAMSUNG NEGRO P/CLP-320, CLP-325, CLX-3185",629.67,0
CN-1170,SAMSUNG,"TONER SAMSUNG CYAN P/CLP-320, CLP-325, CLX-3185",562.64,0
CN-1171,SAMSUNG,"TONER SAMSUNG MAGENTA P/CLP-320, CLP-325, CLX-3185",562.64,0
CN-1172,SAMSUNG,"TONER SAMSUNG AMARILLO P/CLP-320, CLP-325, CLX-3185",562.64,0
CN-1173,EPSON,CARTUCHO EPSON CYAN LANTANA PARA DISCPRODUCER PP-100,372.33,0
CN-1174,EPSON,CARTUCHO EPSON CYAN LIGHT LANTANA PARA DISCPRODUCER PP-100,372.33,0
CN-1175,EPSON,CARTUCHO EPSON MAGENTA LIGHT LANTANA PARA DISCPRODUCER PP-100,372.33,0
CN-1176,EPSON,CARTUCHO EPSON MAGENTA LANTANA PARA DISCPRODUCER PP-100,372.33,0
CN-1177,EPSON,CARTUCHO EPSON AMARILLO LANTANA PARA DISCPRODUCER PP-100,372.33,0
CN-1178,EPSON,CARTUCHO EPSON NEGRO LANTANA PARA DISCPRODUCER PP-100,372.33,0
CN-1183,INTELLINET,BOBINA CAT 5E INTELLINET CCA UTP 305M SOLIDA AZUL,69.85,99
CN-1184,INTELLINET,BOBINA CAT 5E INTELLINET UTP 305M SOLIDA BLANCA,102.09,99
CN-1185,INTELLINET,BOBINA CAT 6E INTELLINET UTP 305M SOLIDA GRIS,177.32,99
CN-1187,HP,CARTUCHO HP 122 NEGRO (CH561HL),128.53,0
CN-1188,HP,CARTUCHO HP 122 TRICOLOR (CH562HL),159.14,0
CN-1189,HP,CARTUCHO HP 122XL  DE TINTA TRICOLOR ALTO RENDIMIENTO (CH564HL),327.24,0
CN-1190,HP,CARTUCHO HP 122XL NEGRO ALTO RENDIMIENTO (CH563HL),327.24,0
CN-1191,SILIMEX,LIMPIADOR ANTIESTATICO CON ATOMIZADOR DE 60 ML SILIMEX C/MICROFIBRA,34.07,0
CN-1192,BROTHER,CINTA BROTHER NEGRO SOBRE AMARILLO P-TOUCH DE CINTA.,247.65,0
CN-1193,XEROX,"TONER XEROX NEGRO PARA WORKCENTRE 7120, 22K",114.96,0
CN-1194,XEROX,"TONER XEROX MAGENTA PARA WORKCENTRE 7120, 15K",186.95,0
CN-1195,XEROX,"TONER XEROX CYAN PARA WORKCENTRE 7120, 15K",186.95,0
CN-1196,XEROX,"TONER XEROX AMARILLO PARA WORKCENTRE 7120, 15K",186.95,0
CN-1197,XEROX,"TONER XEROX NEGRO PARA WC415,420,320,315 CAJA (2 CART) 12,000PAG",39.75,0
CN-1199,VERBATIM,DVD+R VERBATIM 4.7GB 16X LIGHTSCRIBE TORRE C/30 PZAS SPINDLE,10.98,99
CN-1206,EPSON,"CARTUCHO EPSON NEGRO MODELO 133 P/ TX235W , TX420W , TX430W , TX320F",139.53,0
CN-1207,EPSON,"CARTUCHO EPSON NEGRO MODELO 138, ALTO RENDIMIENTO, P/ TX235W / TX320F / TX420W / TX430W",173.11,0
CN-1208,OKIDATA,TONER OKI NEGRO ALTO RENDIMIENTO PARA B6300 B6200,164.01,0
CN-1209,CANON,"CARTUCHO CANON CLI-126 NEGRO P/IP4810,MG5210,MG6110",163.44,0
CN-1210,CANON,"CARTUCHO CANON CLI-126 AMARILLO P/IP4810,MG5210,MG6110",163.44,0
CN-1211,CANON,CARTUCHO CANON CLI-126 GRIS P/MG6110,163.44,0
CN-1212,CANON,"CARTUCHO CANON CLI-126 MAGENTA P/IP4810,MG5210,MG6110",163.44,0
CN-1213,CANON,"CARTUCHO CANON CLI-126 CYAN P/IP4810,MG5210,MG6110",163.44,0
CN-1214,CANON,"CARTUCHO CANON PGI-125 NEGRO P/IP4810,MG5210,MG6110",177.74,0
CN-1220,EPSON,"CARTUCHO EPSON NEGRO MODELO 138D , P/ TX525FW",323.84,0
CN-1221,EPSON,"CARTUCHO EPSON CYAN MODELO 140 , P/ TX525FW / TX560WD / TX620FWD / T42WD",172.36,0
CN-1222,EPSON,"CARTUCHO EPSON MAGENTA MODELO 140 , P/ TX525FW / TX560WD / TX620FWD / T42WD",172.36,0
CN-1223,EPSON,"CARTUCHO EPSON AMARILLO MODELO 140 , P/ TX525FW / TX560WD / TX620FWD / T42WD",172.36,0
CN-1224,EPSON,"CARTUCHO EPSON NEGRO MODELO 140 , P/ TX525FW / TX560WD / TX620FWD / T42WD",357.41,0
CN-1225,XEROX,"TONER XEROX 2 BOTES NEGRO 5632/38/45/55/5735/40/45/55, 60K",253.56,0
CN-1236,OKIDATA,TONER OKI NEGRO DE 7000 IMPRESIONES SERIE B430DN B430D B420 MB460 MB470,73.35,0
CN-1237,SILIMEX,ALCOHOL ISOPROPILICO ENVASE DE 1 LT SILIMEX,42.22,0
CN-1239,HP,TONER HP NEGRO PARA LASERJET 1525/1415 (CE320A),727.13,0
CN-1240,HP,TONER HP CYAN PARA LASERJET 1525/1415 (CE321A),690.29,0
CN-1241,HP,TONER HP AMARILLO PARA LASERJET 1525/1415 (CE322A),731.8,0
CN-1242,HP,TONER HP MAGENTA PARA LASERJET 1525/1415 (CE323A),690.29,0
CN-1252,XEROX,"TONER XEROX CYAN C/2 BOTES 22,000 P/ P DC 12/ DC 50",107.54,0
CN-1253,XEROX,"TONER XEROX NEGRO C/2 BOTES 17,000 P/P DC12/ DC 50",107.54,0
CN-1254,XEROX,"TONER XEROX MAGENTA C/2 BOTES 22,000 P/P DC12 / DC 50",107.63,0
CN-1255,XEROX,"TONER XEROX AMARILLO (C/2BOTES 22,000 PaGS) PARA DC 12 / DC",105.43,0
CN-1256,XEROX,"TONER XEROX C/2 BOTES 100,000 PAGS. (5665/75/87/5765/75/90)",312.73,0
