Lista de precios Comercializadora de valor agregado S.A. de C.V. (26/09/2013 15:30:00),,,,
Clave,Marca,Descripcion,Precio,Stock
EST-1,KOBLENZ,"PARRILLA KOBLENZ DE SOBREPONER 2 QUEMADORES, MOD-PFK-200 LUCERO, CUBIERTA PORCELANIZADA, GAS LP",248.89,1
EST-10,KOBLENZ,"ESTUFA DE EMPOTRE MODELO CAPRI, ENCENDODO ELECTRONICO, CAPELO,  ",10773.33,3
EST-2,KOBLENZ,"PARRILLA KOBLENZ DE SOBREPONER 4 QUEMADORES, MOD-PFK-400-VICTORIA, PORCELANIZADA, ENCENDIDO MANUAL",494.44,1
EST-3,KOBLENZ,ESTUFA KOBLENZ DE PISO CON COPETE MOD-EK-68 HAVRE DE 30 COLOR: PLATA CUBIERTA DE ACERO INOXIDABLE,5413.33,3
EST-4,KOBLENZ,"ESTUFA KOBLENZ DE PISO CAPELO DE 30 MOD-EK 501 B AVIGNON, CUBIERTA  ACERO INOXIDABLE, 6 QUEMADORES",4170,3
EST-5,KOBLENZ,"ESTUFA KOBLENZ DE PISO CAPELO DE 30 MOD-EK 501 G ZURICH COLOR GRIS, CUBIERTA DE ACERO INOXIDABLE",4928.89,3
EST-6,KOBLENZ,ESTUFA KOBLENZ DE PISO CAPELO DE 30 MOD-EK 614 PROVENCE COLOR PLATA  CUBIERTA DE ACERO INOXIDABLE,8080,3
EST-7,KOBLENZ,"ESTUFA DE EMPOTRE MODELO VERONA CAPELO, ENCENDIDO BOTON 4 Q. STANDAR 2 JUMBO ",5386.67,3
EST-8,KOBLENZ,"ESTUFA DE EMPOTRE MODELO MILAN ENCENDIDO BOTON 4Q STANDAR,2 JUMBO ",3846.67,3
EST-9,KOBLENZ,"ESTUFA DE EMPOTRE MODELO BARI, CAPELO, ENCENDIDO BOTON, 4Q STANDAR,2 JUMBO",7694.44,3
HOR-7,SAMSUNG,HORNO DE MICROONDAS SAMSUNG 1.1 KG SOLO/120 V/FLORAL/MOD.AME8113STP,1220,0
LAV-1,SAMSUNG,LAVADORA SAMSUNG 15 KG. CARGA SUPERIOR/TECNOLOGIA WOBBLE 3D/PLATA/MOD. WA17W9SDP (FIDE),5027.78,0
LAV-11,SAMSUNG,LAVADORA SAMSUNG 12 KG. CARGA SUPERIOR/AGITADOR DE AGUA/BLANCO/MOD. WA12N9MDP,3232.22,0
LAV-2,SAMSUNG,LAVADORA SAMSUNG 15 KG. CARGA SUPERIOR/TECNOLOGIA WOBBLE 3D/BLANCO/MOD. WA17W9MDP (FIDE),4668.89,0
LAV-24,SAMSUNG,LAVADORA SAMSUNG 15 KG. CARGA SUPERIOR/TECNOLOGIA WOBBLE 3D/BLANCO/ MOD. WA17W7MDP (FIDE),4310,0
LAV-25,SAMSUNG,LAVADORA SAMSUNG 15 KG. CARGA SUPERIOR/AGITADOR DE AGUA/PLATA/MOD. WA17X7CDP (FIDE),5172.22,0
LAV-3,SAMSUNG,LAVADORA SAMSUNG 15 KG. CARGA SUPERIOR/TECNOLOGIA WOBBLE 3D/PLATA/MOD. WA17W7SDP (FIDE),4884.44,0
LAV-31,KOBLENZ,"LAVADORA KOBLENZ TINA REDONDA MOD-LRK-1511 A NINA, TRANSMISION DE POLEA 15 KG,  BLANCA FALDON AQUA",2044.44,1
LAV-32,KOBLENZ,"LAVADORA KOBLENZ TINA REDONDA MOD-LRK-1811T NURIA, TRANSMISION DE POLEA 18 KG, FALDON AZUL TALAVERA",2231.67,1
LAV-33,KOBLENZ,"LAVADORA KOBLENZ TINA REDONDA MOD-LR-560 RUBI, TRANSMISION DE HIERRO 15 KG, B/ FALDON MORADO CLARO",2461.7,1
LAV-34,KOBLENZ,"LAVADORA KOBLENZ TINA REDONDA MOD-LR-221-M TRANSMISION DE HIERRO SALOME, 22 KG FALDON MORADO CLARO",2734.37,1
LAV-35,KOBLENZ,"LAVADORA KOBLENZ COMPACTA MOD- LCK50, 5 KG, GABINETE DE POLIPROPILENO, COLOR  AQUA, GABINETE BLANCO",1006.67,1
LAV-36,KOBLENZ,"LAVADORA KOBLENZ, 2 TINAS  MOD-LDK-1150, DE 11.5 KG, 2 VELOCIDADES DE LAVADO, MOTORES INDEPENDIENTES",2325.22,1
LAV-37,KOBLENZ,"LAVADORA KOBLENZ 2 TINAS MOD-LDK 1410, 14 KG, 2 VELOCIDADES DE LAVADO, MOTORES INDEPENDIENTES,BLANCA",2700.89,1
LAV-38,KOBLENZ,"LAVADORA KOBLENZ AUTOMATICA MOD-LAD 1300DK, 13KG, TRIPLE SISTEMA DE LAVADO, PANEL DIGITAL, 6 CICLOS",3776.67,1
LAV-39,KOBLENZ,"LAVADORA KOBLENZ TINA REDONDA, MOD-LRK-2000 SASHA, TRANSMISION POLEA 20 KG, T/BLANCA FALDON JAMAICA",2520.18,1
LAV-5,SAMSUNG,LAVADORA SAMSUNG 15 KG. CARGA SUPERIOR/AGITADOR DE AGUA/BLANCO/MOD. WA17X7RDP,4741.11,0
REF-10,SAMSUNG,REFRIGERADOR SAMSUNG 21 PIES/ESPEJO/DESPACHADOR DE HIELO Y AGUA/ESPEJO/MOD.RS21HKLMR1,16881.11,0
REF-11,SAMSUNG,REFRIGERADOR SAMSUNG 21 PIES/HERMES/DESPACHADOR DE HIELO Y AGUA/PLATINO/MOD.RS21HDUPN1,11852.22,0
REF-12,SAMSUNG,REFRIGERADOR SAMSUNG 16 PIES/MAX 4/DESPACHADOR DE AGUA/PLATINO/MOD.RT51KTSL1,8045.56,0
REF-17,SAMSUNG,REFRIGERADOR SAMSUNG 15 PIES/MAX 3/DESPACHADOR DE AGUA/PLATINO/MOD.RT50WNSL5,6033.33,0
REF-18,SAMSUNG,REFRIGERADOR SAMSUNG 15 PIES/MAX 3/DESPACHADOR DE AGUA/PLATINO/MOD.RT50VNSL5,5746.67,0
REF-20,SAMSUNG,REFRIGERADOR SAMSUNG 14 PIES/MAX 3/PLATINO/MOD.RT47ENSL5  (FIDE),5458.89,0
REF-24,SAMSUNG,REFRIGERADOR SAMSUNG 13 PIES/MAX 3/DESPACHADOR DE AGUA/PLATINO/MOD.RT45VNSL5  (FIDE),5386.67,0
REF-25,SAMSUNG,REFRIGERADOR SAMSUNG 13 PIES/MAX 3/DESPACHADOR DE AGUA/BLANCO/MOD.RT45VNSW5  (FIDE),5027.78,0
REF-28,SAMSUNG,REFRIGERADOR SAMSUNG 12.9 PIES/MAX 3/PLATINO/MOD.RT43ANSL5  (FIDE),5531.11,0
REF-29,SAMSUNG,REFRIGERADOR SAMSUNG 12.9 PIES/MAX 3/BLANCO/MOD.RT43ANSW5  (FIDE),5027.78,0
REF-3,SAMSUNG,REFRIGERADOR SAMSUNG 26 PIES/FRENCH DOOR/DESPACHADOR INTERNO DE AGUA/ACERO INOXIDABLE/MOD.RF26WEUS2,14366.67,0
REF-30,SAMSUNG,REFRIGERADOR SAMSUNG 12.9 PIES/MAX 3/PLATINO/MOD.RT43YHPN5  (FIDE),4453.33,0
REF-31,SAMSUNG,REFRIGERADOR SAMSUNG 12.9 PIES/MAX 3/BLANCO/MOD.RT43CHSW5  (FIDE),4094.44,0
REF-32,SAMSUNG,REFRIGERADOR SAMSUNG 11 PIES/MAX 3/PLATINO/MOD.RT38YNPN5  (FIDE),4525.56,0
REF-36,SAMSUNG,REFRIGERADOR SAMSUNG 10 PIES/MAX 3/PLATINO/MOD.RT32YNPN5  (FIDE),4094.44,0
REF-40,KOBLENZ,"REFRIGERADOR KOBLENZ DE 9 PIES, MOD-RAKD9CB, BLANCO, SIN ESCARCHA, SISTEMA ICE MAKER, FIDE.",3694.44,3
REF-41,KOBLENZ,"REFRIGERADOR KOBLENZ DE 9 PIES, MOD-RAKD9CA, ALMENDRA, SIN ESCARCHA, SISTEMA ICE MAKER, FIDE.",3694.44,3
REF-42,KOBLENZ,"REFRIGERADOR KOBLENZ DE 11 P, MOD-RAKD11CBV2, COLOR BLANCO, SIN ESCARCHA, SISTEMA ICE MAKER, FIDE",4244.44,3
REF-43,KOBLENZ,"REFRIGERADOR KOBLENZ DE 11 P. MOD-RAKD11 CA V2, COLOR ALMENDRA, SIN ESCARCHA, SISTEMA ICEMAKER, FIDE",4244.44,3
REF-44,KOBLENZ,"ENFRIADOR DE VINO HAIER 4 BOTELLAS, MODELO HVTM04ABB PUERTA CON DOBLE VIDRIO, GABINETE NEGRO",1371.11,1
REF-45,KOBLENZ,"ENFRIADOR DE VINO HAIER 6 BOTELLAS MOD. HVTS06ABB IDEAL PARA VINO BLANCO Y TINTO, GABINETE NEGRO",1627.78,1
REF-46,KOBLENZ,"ENFRIADOR DE VINO HAIER 12 BOTELLAS MOD. HVTM12DABB, IDEAL PARA VINO BLANCO Y TINTO, GABINETE NEGRO",2494.44,1
REF-9,SAMSUNG,REFRIGERADOR SAMSUNG 21 PIES/ESPEJO/DESPACHADOR DE HIELO Y AGUA/NEGRO/MOD.RS21HKLBG1,16881.11,0
AC-1041,TECH ZONE,"MALETIN TECH ZONE ESSENTIAL EN NYLON 15.4""",206.82,10
AC-1042,TECH ZONE,MALETIN TECH ZONE EXECUTIVE EN KOSKIN/PIEL 15.4,318.41,10
AC-1572,MANHATTAN,"MALETIN MANHATTAN LONDON 15.4""",9.67,99
AC-1573,MANHATTAN,"MALETIN MANHATTAN EMPIRE 17""",16.51,99
AC-1610,MANHATTAN,"MALETIN MANHATTAN TIMES SQUARE 15.4""",15.44,99
AC-1632,MANHATTAN,"MALETIN PORTAFOLIO 17"" BIG APPLE ""MONITORES PANTALLA AMPLIA""",24.71,99
AC-1792,MANHATTAN,"MALETIN MANHATTAN 17"" NEGRA",8.6,99
AC-1793,MANHATTAN,"MALETIN MANHATTAN LONDON 15.4"" FUCSIA",9.67,99
AC-1794,MANHATTAN,"MALETIN MANHATTAN LONDON 15.4"" VERDE",9.67,99
AC-1947,TECH ZONE,MALETIN TECH ZONE MESSENGER 15.4 HELLO KITTY NEGRO,365.91,99
AC-1948,TECH ZONE,MALETIN TECH ZONE MESSENGER 15.4 HELLO KITTY ROJO,365.91,99
AC-2112,PERFECT CHOICE,"MALETIN PERFECT CHOICE MESSENGER VERTICAL 10.2"" NEGRO",298.2,1
AC-2223,PERFECT CHOICE,"MALETIN PERFECT CHOICE PARA DAMA COMFORT 15.4""",494.92,1
AC-2366,LENOVO,"MALETIN LENOVO THINKPAD BASICO HASTA 15.6"" DE CARGA SUPERIOR",234.54,0
AC-2392,HP,BOLSA PARA DAMA HP DE POLIESTER HORIZONTAL 14 PULGADAS COLOR NEGRO,293.79,0
AC-2457,PERFECT CHOICE,"MALETIN PERFECT CHOICE MESSENGER BUNKER 15.6"" VERDE",525.31,1
AC-2458,PERFECT CHOICE,"MALETIN PERFECT CHOICE MESSENGER KOLN 15.4"" AZUL",316.14,1
AC-2459,PERFECT CHOICE,"MALETIN PERFECT CHOICE MESSENGER KOLN 15.4"" VERDE",316.14,1
AC-2461,PERFECT CHOICE,"MALETIN PERFECT CHOICE MESSENGER KOLN 15.4"" NARANJA",316.14,1
AC-2469,TECH ZONE,MALETIN TECH ZONE MESSENGER VERTICAL GENOVA 14.1 NEGRO,334.09,99
AC-2489,TECH ZONE,MALETIN TECH ZONE MESSENGER VERTICAL 15.4 HELLO KITTY ROSA,365.91,99
AC-2521,TECH ZONE,MALETIN TECH ZONE ROMA 15.6 NEGRO,223.35,99
AC-2524,TECH ZONE,MALETIN TECH ZONE MESSENGER LONDON 15.6 NEGRO,335,99
AC-2587,TARGUS,MALETIN TRADEMARK TARGUS TOP LOADING 2  (TCT009US-10),28.74,1
AC-2588,TARGUS, MALETIN TRADEMARK TARGUS TOP LOADING 3  (TCT010US-10),28.74,1
AC-2603,TARGUS,MALETIN TARGUS ELITE 3.1 CONMUTER  (TR301),40.23,1
AC-2620,TARGUS,MALETIN TARGUS URBAN MESSENGER CASE (TSM005US),25.86,1
AC-2623,TARGUS,MALETIN TARGUS RADIUS PRO (TSM058CA-10),40.23,1
AC-2624,TARGUS,MALETIN TARGUS VELOS 15.4 MESSENGER (TSM08001US-10),34.48,1
AC-2625,TARGUS,MALETIN TARGUS VELOS 15.4 MESSENGER (TSM08002US-10),34.48,1
AC-2637,VAMAV,MALETIN EJECUTIVO VAMAV PARA LAPTOP DE 15  PULGADAS,165.52,1
AC-2643,TECH ZONE,MALETIN TECH ZONE MADRID 13 NEGRO,279.2,99
AC-2746,EASY LINE,MALETIN EASY LINE PARA LAPTOP SLIM DE 15.4,223.06,2
AC-2747,EASY LINE,MALETIN EASY LINE PARA LAPTOP 500-L DE 14,180.74,2
AC-2779,PERFECT CHOICE,"MALETIN PERFECT CHOICE IWAK 15.6"" NEGRO/AZUL",316.14,1
AC-2780,PERFECT CHOICE,"MALETIN PERFECT CHOICE IWAK 15.6"" GRIS OSCURO/MORADO",316.14,1
AC-2790,HP,MALETIN HP DE POLIESTER PARA NOTEBOOK DE 15.6 COLOR NEGRO,202.51,1
AC-2805,CANYON,MALETIN CANYON PARA EQUIPOS PORTATILES  15.6 PULGADAS,33.42,3
AC-2811,CANYON,MALETIN CANYON TIPO MESSENGER PARA PORTATILES DE 13.3 PULGADAS,21.31,3
AC-2837,PERFECT CHOICE,"MALETIN MINI MESSENGER BUNKER 14"" & TABLETS AZUL",519.33,1
AC-2838,PERFECT CHOICE,"MALETIN MINI MESSENGER BUNKER 14"" & TABLETS MORADO",525.31,1
AC-2876,VAMAV,MALETIN EJECUTIVO PARA LAPTOP DE 15 A 17  PULGADAS,165.52,1
AC-2939,PERFECT CHOICE,MALETIN PERFECT CHOICE SOLIDS 14 ROSA,328.09,1
AC-2940,PERFECT CHOICE,MALETIN PERFECT CHOICE SOLIDS 14 AZUL,328.09,1
AC-2941,PERFECT CHOICE,MALETIN PERFECT CHOICE SOLIDS 14 HUMO,328.09,1
AC-2947,PERFECT CHOICE,MALETIN PERFECT CHOICE TIPO MESSENGER DECO 14 MORADO,238.44,1
AC-3048,TARGUS,MALETIN TARGUS VELOS 15.4 MESSENGER (TSM080US-10),34.48,1
AC-3092,PERFECT CHOICE,PORTAFOLIO MESSENGER 10.1 DISE?O DECO MORADO,202.59,1
AC-3093,PERFECT CHOICE,PORTAFOLIO MESSENGER 10.1 DISE?O DECO AZUL,202.59,1
AC-3094,PERFECT CHOICE,MINI MALETIN 10.2 DISE?O IWAK GRIS CON MORADO,274.31,1
AC-3095,PERFECT CHOICE,MINI MALETIN 10.2 DISE?O IWAK NEGRO CON AZUL,274.31,1
AC-3105,EASY LINE,MINI MESSENGER 10.1 NEGRO Y VERDE,168.66,1
AC-3201,HP,MALETIN HP DE BAJO PERFIL DE APERTURA SUPERIOR TIPO COMERCIAL 14.1 PULGADAS COLOR NEGRO,572.33,1
AC-3255,TECH ZONE,MALETIN TECH ZONE MESSENGER NEGRO VERTICAL IMPERMEABLE MONACO 12,254.55,99
AC-3263,PERFECT CHOICE,MALETIN PERFECT CHOICE DISE?O RETRO 14 NEGRO,339.77,1
AC-3303,PERFECT CHOICE,"MALETIN PERFECT CHOICE CANVAS PARA LAPTOP 15 Y TABLET, AZUL CON HUESO",776.3,1
AC-3305,PERFECT CHOICE,MALETIN PERFECT CHOICE CANVAS PARA LAPTOP 15,776.3,1
AC-3306,PERFECT CHOICE,MALETIN PERFECT CHOICE MESSENGER CANVAS PARA LAPTOP 14,716.53,1
AC-3307,HP,"MALETIN HP DE APERTURA SUPERIOR TIPO COMERCIAL 15,6 PULGADAS COLOR NEGRO",555.32,1
AC-449,TARGUS,MALETIN TARGUS 15,28.74,1
AC-808,TARGUS,MALETIN TARGUS GROVE MESSENGER 15.4,25.29,0
AC-809,TARGUS,MALETIN TARGUS GROVE TOPLOAD 15.4 PULGADAS OLIVE/SEDONA  ELABORADA CON MATERIALES RECICLABLES,36.78,1
MAQ-6,BROTHER,MAQUINA DE COSER BROTHER BASICA LS2125 I 10 PUNTADAS CON 25 FUNCIONES,1570.5,5
MAQ-7,BROTHER,MAQUINA DE COSER BROTHER LX3125E 14 PUNTADAS Y 35 FUNCIONES,1570.5,5
MAQ-1,BROTHER,MAQUINA DE ESCRIBIR BROTHER ELECTRICA,1420.88,2
RAM-1042,SANDISK,MEMORIA CARD SD HIGH CAPACITY 4 GB SANDISK,4.82,1
RAM-1043,SANDISK,MEMORIA CARD SD HIGH CAPACITY 8 GB SANDISK,5.27,1
RAM-1080,SANDISK,MEMORIA CARD MICRO SD HIGH CAPACITY 4 GB SANDISK CLASE 4 CON ADAPTADOR,5.11,1
RAM-1187,TRANSCEND,MEMORIA DDR3 1 GB PC1333 MHZ CL9 TRANSCEND,12.05,10
RAM-1188,TRANSCEND,MEMORIA DDR3 2 GB PC1333 MHZ CL9 TRANSCEND,19.71,10
RAM-1189,TRANSCEND,MEMORIA SODIMM DDR3 1 GB PC1066 MHZ CL7 TRANSCEND,11.6,10
RAM-1190,TRANSCEND,MEMORIA SODIMM DDR3 2 GB PC1066 MHZ CL7 TRANSCEND,19.71,10
RAM-1297,HP,MEMORIA UDIMM 2 GB PARA SERVIDOR PROLIANT G6 HP,643.62,1
RAM-1298,HP,MEMORIA DDR3 4 GB PC1333 MHZ HP PARA SERVIDOR PROLIANT G6,2482.47,1
RAM-1299,HP,MEMORIA RDIMM 8 GB PARA SERVIDOR PROLIANT G6 HP,2068.77,1
RAM-1387,TRANSCEND,MEMORIA JETFLASH F300 4 GB USB2.0 TRANSCEND,5.32,5
RAM-1395,SANDISK,MEMORIA CARD MICRO SD HIGH CAPACITY 8 GB SANDISK CON ADAPTADOR CLASE 4,5.51,1
RAM-1489,TRANSCEND,MEMORIA JETFLASH F500 4 GB USB 2.0 TRANSCEND,5.32,5
RAM-1490,TRANSCEND,MEMORIA JETFLASH F500 8 GB USB 2.0 TRANSCEND,5.66,5
RAM-1492,TRANSCEND,MEMORIA JETFLASH F300 8 GB USB2.0 TRANSCEND,5.43,5
RAM-1493,TRANSCEND,MEMORIA CARD SD HIGH CAPACITY 4 GB (CLASE 4) TRANSCEND,4.57,10
RAM-1494,TRANSCEND,MEMORIA CARD SD HIGH CAPACITY 8 GB (CLASE 4) TRANSCEND,5.37,10
RAM-1495,TRANSCEND,MEMORIA CARD SD HIGH CAPACITY 8 GB (CLASE 10) TRANSCEND,8.23,10
RAM-1496,TRANSCEND,MEMORIA CARD SD HIGH CAPACITY 16 GB (CLASE 10) TRANSCEND,11.32,10
RAM-1555,HP,MEMORIA UDIMM 2 GB PARA SERVIDOR PROLIANT G6 HP C/AMD,643.62,1
RAM-1556,HP,MEMORIA UDIMM 4 GB PARA SERVIDOR PROLIANT G6 HP C/AMD,1169,1
RAM-1561,TRANSCEND,MEMORIA SDRAM 256 MB PC 133 MHZ TRANSCEND,23.3,0
RAM-1594,TRANSCEND,MEMORIA DDR3 4 GB PC1333 MHZ CL9 TRANSCEND,37.37,10
RAM-1621,SANDISK,MEMORIA CARD SD HIGH CAPACITY 16 GB SANDISK,9.51,1
RAM-1626,SANDISK,MEMORIA CARD SD HIGH CAPACITY 32 GB SANDISK,17.85,1
RAM-1701,ADATA,MEMORIA CARD SECURE DIGITAL 8 GB CLASE 4 ADATA,5.48,99
RAM-1703,ADATA,MEMORIA MICRO SDHC 4 GB CLASE 4 C/ADAPTADOR  ADATA,4.8,99
RAM-1822,SANDISK,MEMORIA FLASH CRUZER BLADE Z50 4 GB USB 2.0 ROJO SANDISK,4.7,1
RAM-1825,ADATA,MEMORIA FLASH 8 GB USB 2.0 C906 NEGRA ADATA,4.91,99
RAM-1826,ADATA,MEMORIA FLASH 16 GB USB 2.0 C906 NEGRA ADATA,8.91,99
RAM-1829,ADATA,MEMORIA CARD SECURE DIGITAL 4 GB CLASE 4 ADATA,4.46,99
RAM-1831,ADATA,MEMORIA MICRO SDHC 8 GB CLASE 4 C/ADAPTADOR ADATA,5.37,99
RAM-1832,ADATA,MEMORIA MICRO SDHC 16 GB CLASE 4  C/ADAPTADOR ADATA,9.77,99
RAM-1834,ADATA,MEMORIA DDR 1 GB PC400 MHZ SERIE PREMIER ADATA,25.71,99
RAM-1835,ADATA,MEMORIA DDR2 1 GB PC667 MHZ SERIE PREMIER ADATA,15.82,99
RAM-1836,ADATA,MEMORIA DDR2 2 GB PC667 MHZ SERIE PREMIER ADATA,21.71,99
RAM-1837,ADATA,MEMORIA DDR2 1 GB PC800 MHZ SERIE PREMIER ADATA,15.82,99
RAM-1838,ADATA,MEMORIA DDR2 2 GB PC800 MHZ SERIE PREMIER ADATA,29.03,99
RAM-1840,ADATA,MEMORIA DDR3 2 GB PC1333 MHZ SERIE PREMIER ADATA,19.2,99
RAM-1841,ADATA,MEMORIA DDR3 4 GB PC1333 MHZ SERIE PREMIER ADATA,33.95,99
RAM-1842,ADATA,MEMORIA SODIMM DDR2 2 GB PC667 MHZ SERIE PREMIER ADATA,30.29,99
RAM-1843,ADATA,MEMORIA SODIMM DDR2 1 GB PC667 MHZ SERIE PREMIER ADATA,15.82,99
RAM-1860,ADATA,MEMORIA SODIMM DDR2 2 GB PC800 MHZ SERIE PREMIER ADATA,31.43,99
RAM-1862,ADATA,MEMORIA SODIMM DDR3 2 GB PC1333 MHZ SERIE SUPREMA ADATA,19.2,99
RAM-1889,SANDISK,MEMORIA MICRO SD HC 16 GB SANDISK CLASE 4 CON ADAPTADOR,10.25,1
RAM-1891,SANDISK,MEMORIA FLASH CRUZER BLADE Z50 8 GB USB2.0 ROJO SANDISK,5.51,1
RAM-1892,SANDISK,MEMORIA FLASH CRUZER BLADE Z50 16 GB USB2.0 ROJO SANDISK,8.59,1
RAM-1893,SANDISK,MEMORIA FLASH CRUZER EDGE Z51 4 GB EDGE USB2.0 ROJO RETRACTIL SANDISK,4.7,0
RAM-1894,SANDISK,MEMORIA FLASH CRUZER EDGE Z51 8 GB USB2.0 ROJO RETRACTIL SANDISK,5.51,1
RAM-1895,SANDISK,MEMORIA FLASH CRUZER EDGE Z51 16 GB USB2.0 ROJO RETRACTIL SANDISK,10.08,1
RAM-1928,ADATA,MEMORIA SODIMM DDR3 4 GB PC1333 MHZ SERIE SUPREMA ADATA,33.09,99
RAM-1938,SANDISK,MEMORIA FLASH CRUZER SWITCH Z52 8 GB USB 2.0 NEGRO CON ROJO SANDISK,5.51,5
RAM-1940,SANDISK,MEMORIA FLASH CRUZER FIT MINI USB Z33 4 GB 2.0 NEGRO CON PUNTA DE METAL,5.82,5
RAM-1941,SANDISK,MEMORIA FLASH CRUZER FIT MINI USB Z33 8 GB  2.0 NEGRO CON PUNTA DE METAL,6.24,5
RAM-1943,ADATA,MEMORIA FLASH 16 GB USB 2.0 C906 ADATA BLANCA,8.75,99
RAM-1944,ADATA,MEMORIA FLASH 8 GB USB 2.0 C906 ADATA BLANCA,5.14,99
RAM-1946,ADATA,MEMORIA FLASH 4 GB USB 2.0 C008 NEGRA C/ROJO RETRACTIL ADATA,4.68,99
RAM-1949,ADATA,MEMORIA FLASH 4 GB USB 2.0 C008 BLANCA C/AZUL RETRACTIL ADATA,4.68,99
RAM-1952,ADATA,MEMORIA FLASH 4 GB USB 2.0 JACK T907 ADATA,8.91,99
RAM-1961,TRANSCEND,MEMORIA CARD MICRO SD 4 GB C/ADAPTADOR (CLASE 4) TRANSCEND,4.68,10
RAM-1980,TRANSCEND,MEMORIA SODIMM DDR3 2 GB PC1333 MHZ CL9 TRANSCEND,19.71,10
RAM-1994,ADATA,MEMORIA FLASH 4 GB USB 2.0 UV100 ROJO ADATA,4.68,99
RAM-1995,ADATA,MEMORIA FLASH 8 GB USB 2.0 UV100 ADATA NEGRO,5.2,99
RAM-1996,ADATA,MEMORIA FLASH 8 GB USB 2.0 UV100 ADATA ROJO,5.2,99
RAM-1998,ADATA,MEMORIA FLASH 16 GB USB 2.0 UV100 ADATA ROJA,9.32,99
RAM-1999,ADATA,MEMORIA FLASH 4 GB USB 2.0 UV100 NEGRO ADATA,4.68,99
RAM-2007,TRANSCEND,MEMORIA DDR3 8 GB PC1333 MHZ CL9 TRANSCEND,68.68,10
RAM-2008,TRANSCEND,MEMORIA SODIMM DDR3 8 GB PC1333 MHZ CL7 TRANSCEND,67.6,10
RAM-2009,ADATA,MEMORIA FLASH 32 GB USB 2.0 C906 ADATA BLANCA,18.4,99
RAM-2011,TRANSCEND,MEMORIA JETFLASH F300 16 GB USB2.0 TRANSCEND,10.05,5
RAM-2012,ADATA,MEMORIA DDR3 8 GB PC1333 MHZ SERIE PREMIER ADATA,65.71,99
RAM-2018,TRANSCEND,MEMORIA CARD MICRO SD HIGH CAPACITY 8 GB (CLASE 4) TRANSCEND,5.11,10
RAM-2024,SONY,MEMORIA FLASH 8 GB USB 2.0 BLANCA SONY,6.4,1
RAM-2025,SONY,MEMORIA FLASH 16 GB USB 2.0 BLANCA SONY,10.59,1
RAM-2026,HP,MEMORIA HP UDIMM 2 GB PARA SERVIDOR PROLIANT GEN8 HP PC3-12800E,590.9,1
RAM-2028,TRANSCEND,MEMORIA JETFLASH F300 32 GB USB2.0 TRANSCEND  ,20.46,5
RAM-2029,TRANSCEND,MEMORIA JETFLASH F500 16 GB USB 2.0 TRANSCEND,10.29,5
RAM-2030,TRANSCEND,MEMORIA JETFLASH F500 32 GB USB 2.0 TRANSCEND,19.32,5
RAM-2031,TRANSCEND,MEMORIA DDR3 2 GB PC 1600 MHZ CL11 TRANCEND,19.71,10
RAM-2032,TRANSCEND,MEMORIA DDR3 4 GB PC 1600 MHZ CL11 TRANSCEND,37.71,10
RAM-2033,TRANSCEND,MEMORIA DDR3 8 GB PC1600 MHZ CL11 TRANSCEND,72.29,10
RAM-2034,TRANSCEND,MEMORIA SODIMM DDR3 2 GB PC 1600 MHZ CL11 TRANSCEND,15.09,10
RAM-2035,TRANSCEND,MEMORIA SODIMM DDR3 4 GB PC1600 MHZ CL11 TRANSCEND,36.8,10
RAM-2036,TRANSCEND,MEMORIA SODIMM DDR3 8 GB PC1600 CL11 TRANSCEND,72.29,10
RAM-2037,VARIOS,TARJETA DE MEMORIA RAM DDR 128 MB,23.08,2
RAM-2039,HP,"MEMORIA RAM DIMM HP 2GB (DDR3-1333 MHZ) PC3-10600 PAPA PC??A'S 4000, 6005, 6200, 7200, 8200",574.65,1
RAM-2057,ADATA,MEMORIA FLASH 8 GB USB 2.0 UV110 ADATA AZUL,5.2,99
RAM-2058,ADATA,MEMORIA FLASH 8 GB USB 2.0 UV110 ADATA CAFE,5.2,99
RAM-2059,ADATA,MEMORIA FLASH 8 GB USB 2.0 UV110 ADATA ROSA,5.2,99
RAM-2060,ADATA,MEMORIA FLASH 8 GB USB 2.0 UV110 ADATA BLANCA,5.2,99
RAM-2061,ADATA,MEMORIA FLASH 16 GB USB 2.0 UV110 ADATA AZUL,8.91,99
RAM-2062,ADATA,MEMORIA FLASH 16 GB USB 2.0 UV110 ADATA CAFE,9.77,99
RAM-2063,ADATA,MEMORIA FLASH 16 GB USB 2.0 UV110 ADATA ROSA,8.75,99
RAM-2064,ADATA,MEMORIA FLASH 16 GB USB 2.0 UV110 ADATA BLANCA,8.91,99
RAM-2065,ADATA,MEMORIA FLASH 32 GB USB 2.0 UV110 ADATA AZUL,18.4,99
RAM-2066,ADATA,MEMORIA FLASH 32 GB USB 2.0 UV110 ADATA CAFE,19.32,99
RAM-2067,ADATA,MEMORIA FLASH 32 GB USB 2.0 UV110 ADATA ROSA,18.18,99
RAM-2068,ADATA,MEMORIA FLASH 32 GB USB 2.0 UV110 ADATA BLANCA,18.18,99
RAM-2069,ADATA,MEMORIA FLASH 32 GB USB 2.0 C008 NEGRO-ROJO RETRACTIL ADATA,18.18,99
RAM-2070,ADATA,MEMORIA FLASH 32 GB USB 2.0 C008 BLANCO-AZUL RETRACTIL ADATA,18.18,99
